zullen WW(pv,verl,ev)	716580	245980165	46.0397
na VZ(init)	679172	246659337	46.1669
; LET()	655070	247314407	46.2895
hebben WW(pv,verl,ev)	652670	247967077	46.4116
zullen WW(pv,tgw,ev)	639103	248606180	46.5312
daar VNW(aanw,adv-pron,obl,vol,3o,getal)	626945	249233125	46.6486
tegen VZ(init)	625529	249858654	46.7657
toch BW()	618945	250477599	46.8815
zijn WW(inf,vrij,zonder)	617298	251094897	46.9971
ze VNW(pers,pron,stan,red,3,ev,fem)	617287	251712184	47.1126
op VZ(fin)	608569	252320753	47.2265
1 TW(hoofd,vrij)	589479	252910232	47.3368
goed ADJ(vrij,basis,zonder)	583244	253493476	47.446
/ LET()	575038	254068514	47.5536
haar VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr)	565311	254633825	47.6594
twee TW(hoofd,prenom,stan)	564145	255197970	47.765
willen WW(pv,tgw,ev)	554767	255752737	47.8689
gaan WW(pv,tgw,met-t)	529315	256282052	47.9679
dit VNW(aanw,det,stan,prenom,zonder,evon)	527931	256809983	48.0667
mens N(soort,mv,basis)	527816	257337799	48.1655
dus BW()	526529	257864328	48.2641
ander ADJ(prenom,basis,met-e,stan)	516504	258380832	48.3607
waar VNW(vb,adv-pron,obl,vol,3o,getal)	511318	258892150	48.4565
me VNW(pr,pron,obl,red,1,ev)	511132	259403282	48.5521
dan VG(onder)	510746	259914028	48.6477
die VNW(aanw,pron,stan,vol,3,getal)	509793	260423821	48.7431
hier VNW(aanw,adv-pron,obl,vol,3o,getal)	505319	260929140	48.8377
nieuw ADJ(prenom,basis,met-e,stan)	501149	261430289	48.9315
aan VZ(fin)	496084	261926373	49.0244
een TW(rang,prenom,stan)	494735	262421108	49.117
onder VZ(init)	485821	262906929	49.2079
weer BW()	479943	263386872	49.2977
uit VZ(fin)	473985	263860857	49.3864
maar BW()	473839	264334696	49.4751
hem VNW(pers,pron,obl,vol,3,ev,masc)	470075	264804771	49.5631
Van SPEC(deeleigen)	468309	265273080	49.6508
hoe BW()	462594	265735674	49.7373
alleen BW()	450744	266186418	49.8217
u VNW(pers,pron,nomin,vol,2b,getal)	442786	266629204	49.9046
eens BW()	429179	267058383	49.9849
omdat VG(onder)	428360	267486743	50.0651
dit VNW(aanw,pron,stan,vol,3o,ev)	426538	267913281	50.1449
zeggen WW(pv,tgw,met-t)	417712	268330993	50.2231
al VNW(onbep,det,stan,prenom,met-e,agr)	415099	268746092	50.3008
ons VNW(bez,det,stan,vol,1,mv,prenom,met-e,rest)	410815	269156907	50.3777
heel ADJ(vrij,basis,zonder)	406069	269562976	50.4537
kunnen WW(pv,tgw,mv)	404925	269967901	50.5295
2 TW(hoofd,vrij)	398506	270366407	50.6041
ja TSW()	397690	270764097	50.6785
tussen VZ(init)	388546	271152643	50.7512
doen WW(inf,vrij,zonder)	388198	271540841	50.8239
* LET()	384163	271925004	50.8958
komen WW(pv,tgw,met-t)	384117	272309121	50.9677
iets VNW(onbep,pron,stan,vol,3o,ev)	384007	272693128	51.0396
uur N(soort,ev,basis,onz,stan)	376647	273069775	51.1101
dat VNW(betr,pron,stan,vol,3,ev)	374928	273444703	51.1802
veel VNW(onbep,grad,stan,vrij,zonder,basis)	369250	273813953	51.2493
wij VNW(pers,pron,nomin,vol,1,mv)	365093	274179046	51.3177
'' LET()	364646	274543692	51.3859
zijn WW(pv,verl,mv)	362018	274905710	51.4537
te BW()	361310	275267020	51.5213
moeten WW(pv,tgw,mv)	360178	275627198	51.5887
gaan WW(inf,vrij,zonder)	358085	275985283	51.6557
groot ADJ(prenom,basis,met-e,stan)	356787	276342070	51.7225
zoals VG(onder)	353735	276695805	51.7887
af VZ(fin)	350931	277046736	51.8544
veel VNW(onbep,grad,stan,prenom,zonder,agr,basis)	350421	277397157	51.92
maken WW(inf,vrij,zonder)	349688	277746845	51.9855
wie VNW(vb,pron,stan,vol,3p,getal)	349564	278096409	52.0509
altijd BW()	349201	278445610	52.1162
mee VZ(fin)	348231	278793841	52.1814
tijd N(soort,ev,basis,zijd,stan)	346458	279140299	52.2463
euro N(soort,ev,basis,zijd,stan)	345956	279486255	52.311
worden WW(pv,tgw,mv)	344655	279830910	52.3755
wat VNW(onbep,pron,stan,vol,3o,ev)	343592	280174502	52.4398
volgens VZ(init)	336304	280510806	52.5028
want VG(neven)	334985	280845791	52.5655
zelf BW()	334593	281180384	52.6281
te VZ(versm)	332382	281512766	52.6903
ons VNW(pr,pron,obl,vol,1,mv)	323342	281836108	52.7508
dat VNW(aanw,det,stan,prenom,zonder,evon)	322541	282158649	52.8112
De SPEC(deeleigen)	322530	282481179	52.8716
in VZ(fin)	320565	282801744	52.9316
weten WW(pv,tgw,ev)	319905	283121649	52.9914
zonder VZ(init)	317541	283439190	53.0509
dag N(soort,ev,basis,zijd,stan)	310942	283750132	53.1091
je VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr)	306535	284056667	53.1665
kunnen WW(inf,vrij,zonder)	305492	284362159	53.2236
drie TW(hoofd,prenom,stan)	305021	284667180	53.2807
:p SPEC(symb)	302240	284969420	53.3373
man N(soort,ev,basis,zijd,stan)	296342	285265762	53.3928
alles VNW(onbep,pron,stan,vol,3o,ev)	290593	285556355	53.4471
.. LET()	287970	285844325	53.501
een TW(hoofd,prenom,stan)	287053	286131378	53.5548
echt ADJ(vrij,basis,zonder)	286967	286418345	53.6085
vooral BW()	285573	286703918	53.6619
staan WW(pv,tgw,met-t)	285137	286989055	53.7153
3 TW(hoofd,vrij)	284776	287273831	53.7686
eigen ADJ(prenom,basis,zonder)	281642	287555473	53.8213
mij VNW(pr,pron,obl,vol,1,ev)	268946	287824419	53.8717
zelfs BW()	268192	288092611	53.9219
toe VZ(fin)	267933	288360544	53.972
enkel VNW(onbep,det,stan,prenom,met-e,rest)	264499	288625043	54.0215
plaats N(soort,ev,basis,zijd,stan)	261544	288886587	54.0705
even BW()	259751	289146338	54.1191
keer N(soort,ev,basis,zijd,stan)	259732	289406070	54.1677
nooit BW()	259629	289665699	54.2163
zeker ADJ(vrij,basis,zonder)	259432	289925131	54.2648
men VNW(pers,pron,nomin,red,3p,ev,masc)	257445	290182576	54.313
jaar N(soort,mv,basis)	255025	290437601	54.3608
net BW()	252815	290690416	54.4081
zij VNW(pers,pron,nomin,vol,3p,mv)	251691	290942107	54.4552
veel VNW(onbep,grad,stan,prenom,zonder,agr,comp)	248399	291190506	54.5017
mogen WW(pv,tgw,ev)	246543	291437049	54.5478
terug BW()	245514	291682563	54.5938
worden WW(pv,verl,mv)	242058	291924621	54.6391
komen WW(inf,vrij,zonder)	241705	292166326	54.6843
zullen WW(pv,tgw,mv)	241179	292407505	54.7295
% SPEC(symb)	241024	292648529	54.7746
0 TW(hoofd,vrij)	240780	292889309	54.8196
toen VG(onder)	240779	293130088	54.8647
kind N(soort,mv,basis)	238633	293368721	54.9094
week N(soort,ev,basis,zijd,stan)	238585	293607306	54.954
kunnen WW(pv,verl,ev)	234358	293841664	54.9979
zien WW(inf,vrij,zonder)	234021	294075685	55.0417
tijdens VZ(init)	231456	294307141	55.085
leven N(soort,ev,basis,onz,stan)	227298	294534439	55.1276
jij VNW(pers,pron,nomin,vol,2v,ev)	226245	294760684	55.1699
komen WW(pv,verl,ev)	225701	294986385	55.2122
da VNW(aanw,pron,stan,vol,3o,ev)	222804	295209189	55.2539
zitten WW(pv,tgw,ev)	219526	295428715	55.2949
goed ADJ(prenom,basis,met-e,stan)	219400	295648115	55.336
laten WW(inf,vrij,zonder)	216810	295864925	55.3766
steeds BW()	216256	296081181	55.4171
werk N(soort,ev,basis,onz,stan)	215456	296296637	55.4574
land N(soort,ev,basis,onz,stan)	214705	296511342	55.4976
niets VNW(onbep,pron,stan,vol,3o,ev)	214326	296725668	55.5377
vandaag BW()	213937	296939605	55.5777
gewoon ADJ(vrij,basis,zonder)	213366	297152971	55.6177
per VZ(init)	213034	297366005	55.6575
hebben WW(inf,vrij,zonder)	211549	297577554	55.6971
laat ADJ(prenom,sup,met-e,stan)	211258	297788812	55.7367
blijven WW(pv,tgw,met-t)	210120	297998932	55.776
via VZ(init)	208592	298207524	55.815
iedereen VNW(onbep,pron,stan,vol,3p,ev)	208394	298415918	55.8541
voor VZ(fin)	208185	298624103	55.893
procent N(soort,ev,basis,onz,stan)	207784	298831887	55.9319
goed ADJ(vrij,comp,zonder)	207623	299039510	55.9708
aantal N(soort,ev,basis,onz,stan)	207434	299246944	56.0096
twee TW(rang,prenom,stan)	206905	299453849	56.0483
samen BW()	204523	299658372	56.0866
zo'n VNW(aanw,det,stan,prenom,zonder,agr)	202757	299861129	56.1246
europees ADJ(prenom,basis,met-e,stan)	202243	300063372	56.1624
gaan WW(pv,verl,ev)	201883	300265255	56.2002
nee TSW()	201575	300466830	56.2379
gaan WW(pv,tgw,ev)	198616	300665446	56.2751
4 TW(hoofd,vrij)	196754	300862200	56.3119
elkaar VNW(recip,pron,obl,vol,persoon,mv)	196261	301058461	56.3487
over VZ(fin)	196222	301254683	56.3854
misschien BW()	194731	301449414	56.4218
zeggen WW(inf,vrij,zonder)	194705	301644119	56.4583
eind N(soort,ev,basis,onz,stan)	193653	301837772	56.4945
iemand VNW(onbep,pron,stan,vol,3p,ev)	193437	302031209	56.5307
waarom BW()	192222	302223431	56.5667
zeggen WW(pv,verl,ev)	190269	302413700	56.6023
lang ADJ(vrij,basis,zonder)	189745	302603445	56.6378
Nederland SPEC(deeleigen)	188445	302791890	56.6731
hebben WW(pv,verl,mv)	188192	302980082	56.7083
toen BW()	185699	303165781	56.7431
miljoen N(soort,ev,basis,onz,stan)	185394	303351175	56.7778
artikel N(soort,ev,basis,onz,stan)	184012	303535187	56.8122
heel ADJ(prenom,basis,met-e,stan)	183238	303718425	56.8465
moeten WW(pv,verl,ev)	181303	303899728	56.8805
] LET()	180371	304080099	56.9142
doen WW(pv,tgw,met-t)	179713	304259812	56.9478
laten WW(pv,tgw,ev)	179183	304438995	56.9814
vinden WW(pv,tgw,ev)	178420	304617415	57.0148
allemaal BW()	177739	304795154	57.048
geld N(soort,ev,basis,onz,stan)	177581	304972735	57.0813
:) SPEC(symb)	177298	305150033	57.1145
denken WW(pv,tgw,ev)	176409	305326442	57.1475
moeten WW(inf,vrij,zonder)	176088	305502530	57.1804
haar VNW(pers,pron,obl,vol,3,getal,fem)	175780	305678310	57.2133
sinds VZ(init)	175583	305853893	57.2462
geleden BW()	175389	306029282	57.279
bijna BW()	173613	306202895	57.3115
vrouw N(soort,ev,basis,zijd,stan)	173561	306376456	57.344
laat ADJ(vrij,comp,zonder)	173195	306549651	57.3764
wereld N(soort,ev,basis,zijd,stan)	172999	306722650	57.4088
eerst BW()	172023	306894673	57.441
zullen WW(pv,verl,mv)	171978	307066651	57.4732
erg ADJ(vrij,basis,zonder)	171148	307237799	57.5052
me VNW(pr,pron,obl,vol,1,ev)	170905	307408704	57.5372
mogelijk ADJ(vrij,basis,zonder)	170780	307579484	57.5692
nodig ADJ(vrij,basis,zonder)	169218	307748702	57.6009
gaan WW(pv,tgw,mv)	168516	307917218	57.6324
willen WW(pv,tgw,mv)	168062	308085280	57.6639
minder VNW(onbep,grad,stan,vrij,zonder,comp)	166992	308252272	57.6951
gisteren BW()	166872	308419144	57.7263
elk VNW(onbep,det,stan,prenom,met-e,evz)	166534	308585678	57.7575
hen VNW(pers,pron,obl,vol,3p,mv)	166345	308752023	57.7886
pas BW()	165477	308917500	57.8196
maken WW(pv,tgw,met-t)	165247	309082747	57.8505
snel ADJ(vrij,basis,zonder)	164565	309247312	57.8813
weg BW()	164099	309411411	57.9121
van VZ(fin)	163579	309574990	57.9427
uw VNW(bez,det,stan,vol,2,getal,prenom,zonder,agr)	162434	309737424	57.9731
[ LET()	162406	309899830	58.0035
of VG(onder)	162146	310061976	58.0338
deel N(soort,ev,basis,onz,stan)	162095	310224071	58.0642
België SPEC(deeleigen)	161353	310385424	58.0944
huis N(soort,ev,basis,onz,stan)	161311	310546735	58.1246
the SPEC(vreemd)	160864	310707599	58.1547
echter BW()	160542	310868141	58.1847
natuurlijk ADJ(vrij,basis,zonder)	160131	311028272	58.2147
dag N(soort,mv,basis)	159491	311187763	58.2445
geven WW(inf,vrij,zonder)	159237	311347000	58.2743
krijgen WW(pv,verl,ev)	158888	311505888	58.3041
je VNW(pr,pron,obl,red,2v,getal)	158651	311664539	58.3338
rond VZ(init)	158367	311822906	58.3634
vanaf VZ(init)	158178	311981084	58.393
6 TW(hoofd,vrij)	157974	312139058	58.4226
krijgen WW(pv,tgw,met-t)	157875	312296933	58.4521
5 TW(hoofd,vrij)	157865	312454798	58.4817
opnieuw BW()	157771	312612569	58.5112
ver ADJ(vrij,comp,zonder)	156903	312769472	58.5406
helemaal BW()	156849	312926321	58.5699
anders BW()	156355	313082676	58.5992
zijn WW(pv,tgw,met-t)	155366	313238042	58.6283
maand N(soort,mv,basis)	153942	313391984	58.6571
stad N(soort,ev,basis,zijd,stan)	153738	313545722	58.6859
vier TW(hoofd,prenom,stan)	153510	313699232	58.7146
zien WW(pv,tgw,ev)	153124	313852356	58.7433
minister N(soort,ev,basis,zijd,stan)	153036	314005392	58.7719
zijn WW(vd,vrij,zonder)	152765	314158157	58.8005
liggen WW(pv,tgw,met-t)	152008	314310165	58.829
ons VNW(bez,det,stan,vol,1,mv,prenom,zonder,evon)	151340	314461505	58.8573
blijven WW(inf,vrij,zonder)	150248	314611753	58.8854
lol N(soort,ev,basis,zijd,stan)	149883	314761636	58.9135
politie N(soort,ev,basis,zijd,stan)	149178	314910814	58.9414
terwijl VG(onder)	148488	315059302	58.9692
zeer BW()	148455	315207757	58.997
willen WW(pv,verl,ev)	147966	315355723	59.0247
vaak ADJ(vrij,basis,zonder)	147281	315503004	59.0522
volgen WW(od,prenom,met-e)	146310	315649314	59.0796
belgisch ADJ(prenom,basis,met-e,stan)	146016	315795330	59.1069
amerikaanse ADJ(prenom,basis,met-e,stan)	145854	315941184	59.1342
vrouw N(soort,mv,basis)	144778	316085962	59.1613
vraag N(soort,ev,basis,zijd,stan)	143352	316229314	59.1882
vorig ADJ(prenom,basis,zonder)	143261	316372575	59.215
re N(soort,ev,basis,zijd,stan)	143050	316515625	59.2417
eigenlijk ADJ(vrij,basis,zonder)	142753	316658378	59.2685
werken WW(inf,vrij,zonder)	142092	316800470	59.2951
vlaams ADJ(prenom,basis,met-e,stan)	140408	316940878	59.3213
maken WW(vd,vrij,zonder)	140167	317081045	59.3476
daarom BW()	140135	317221180	59.3738
nederlands ADJ(prenom,basis,met-e,stan)	139816	317360996	59.4
soms BW()	139305	317500301	59.426
graag BW()	138200	317638501	59.4519
houden WW(inf,vrij,zonder)	138013	317776514	59.4777
krijgen WW(inf,vrij,zonder)	137903	317914417	59.5036
jullie VNW(pers,pron,stan,nadr,2v,mv)	137812	318052229	59.5294
Brussel SPEC(deeleigen)	137674	318189903	59.5551
bij VZ(fin)	137649	318327552	59.5809
regering N(soort,ev,basis,zijd,stan)	136565	318464117	59.6064
lijken WW(pv,tgw,met-t)	136322	318600439	59.632
geven WW(pv,tgw,met-t)	136248	318736687	59.6575
naam N(soort,ev,basis,zijd,stan)	136134	318872821	59.6829
klein ADJ(prenom,basis,met-e,stan)	136101	319008922	59.7084
doen WW(vd,vrij,zonder)	135059	319143981	59.7337
vinden WW(pv,tgw,met-t)	134996	319278977	59.759
duidelijk ADJ(vrij,basis,zonder)	134680	319413657	59.7842
manier N(soort,ev,basis,zijd,stan)	134460	319548117	59.8093
nemen WW(inf,vrij,zonder)	134279	319682396	59.8345
vijf TW(hoofd,prenom,stan)	134002	319816398	59.8595
paar N(soort,ev,basis,onz,stan)	133747	319950145	59.8846
.... LET()	133432	320083577	59.9096
achter VZ(init)	131420	320214997	59.9342
waarin BW()	130267	320345264	59.9585
komen WW(pv,tgw,mv)	130113	320475377	59.9829
genoeg BW()	128511	320603888	60.0069
weten WW(inf,vrij,zonder)	127891	320731779	60.0309
geval N(soort,ev,basis,onz,stan)	127666	320859445	60.0548
beet N(soort,ev,dim,onz,stan)	127243	320986688	60.0786
commissie N(soort,ev,basis,zijd,stan)	126684	321113372	60.1023
ge VNW(pers,pron,nomin,red,2,getal)	126507	321239879	60.126
week N(soort,mv,basis)	125934	321365813	60.1496
groep N(soort,ev,basis,zijd,stan)	125503	321491316	60.173
verschillend ADJ(prenom,basis,met-e,stan)	124953	321616269	60.1964
bijvoorbeeld BW()	124755	321741024	60.2198
onderzoek N(soort,ev,basis,onz,stan)	123430	321864454	60.2429
staan WW(inf,vrij,zonder)	123155	321987609	60.2659
morgen BW()	121957	322109566	60.2888
binnen VZ(init)	119815	322229381	60.3112
begin N(soort,ev,basis,onz,stan)	119359	322348740	60.3335
seizoen N(soort,ev,basis,onz,stan)	118238	322466978	60.3557
meteen BW()	118128	322585106	60.3778
vorig ADJ(prenom,basis,met-e,stan)	118010	322703116	60.3999
voorzitter N(soort,ev,basis,zijd,stan)	117977	322821093	60.4219
Europa SPEC(deeleigen)	117950	322939043	60.444
ni BW()	117432	323056475	60.466
welk VNW(vb,det,stan,prenom,met-e,rest)	117422	323173897	60.488
moment N(soort,ev,basis,onz,stan)	117307	323291204	60.5099
zien WW(pv,tgw,met-t)	116913	323408117	60.5318
kans N(soort,ev,basis,zijd,stan)	116569	323524686	60.5536
bovendien BW()	116041	323640727	60.5753
man N(soort,mv,basis)	115595	323756322	60.597
partij N(soort,ev,basis,zijd,stan)	115288	323871610	60.6186
oud ADJ(prenom,basis,met-e,stan)	115210	323986820	60.6401
wanneer VG(onder)	113939	324100759	60.6614
staan WW(pv,verl,ev)	113480	324214239	60.6827
& SPEC(symb)	113330	324327569	60.7039
ooit BW()	113317	324440886	60.7251
politiek ADJ(prenom,basis,met-e,stan)	113298	324554184	60.7463
gezien WW(vd,vrij,zonder)	113249	324667433	60.7675
zij VNW(pers,pron,nomin,vol,3v,ev,fem)	112850	324780283	60.7886
komen WW(pv,tgw,ev)	112836	324893119	60.8098
land N(soort,mv,basis)	112082	325005201	60.8307
thuis BW()	111843	325117044	60.8517
probleem N(soort,ev,basis,onz,stan)	111218	325228262	60.8725
doen WW(pv,tgw,ev)	111171	325339433	60.8933
Vlaanderen SPEC(deeleigen)	110947	325450380	60.9141
bedrijf N(soort,ev,basis,onz,stan)	110596	325560976	60.9348
drie TW(rang,prenom,stan)	110360	325671336	60.9554
niemand VNW(onbep,pron,stan,vol,3p,ev)	110299	325781635	60.9761
hand N(soort,ev,basis,zijd,stan)	109862	325891497	60.9966
vinden WW(inf,vrij,zonder)	109079	326000576	61.017
goed ADJ(prenom,sup,met-e,stan)	108971	326109547	61.0374
al VNW(onbep,det,stan,vrij,zonder)	108256	326217803	61.0577
door VZ(fin)	108185	326325988	61.0779
7 TW(hoofd,vrij)	107112	326433100	61.098
slechts BW()	106756	326539856	61.118
groot ADJ(prenom,sup,met-e,stan)	106310	326646166	61.1379
zeggen WW(pv,tgw,ev)	105857	326752023	61.1577
@ SPEC(symb)	105679	326857702	61.1775
staan WW(pv,tgw,mv)	105570	326963272	61.1972
tien TW(hoofd,prenom,stan)	105508	327068780	61.217
school N(soort,ev,basis,zijd,stan)	105337	327174117	61.2367
probleem N(soort,mv,basis)	104881	327278998	61.2563
enig VNW(onbep,det,stan,prenom,met-e,rest)	104464	327383462	61.2759
naast VZ(init)	104391	327487853	61.2954
titel N(soort,ev,basis,zijd,stan)	103708	327591561	61.3148
Antwerpen SPEC(deeleigen)	103587	327695148	61.3342
vader N(soort,ev,basis,zijd,stan)	103494	327798642	61.3536
bekend ADJ(vrij,basis,zonder)	102573	327901215	61.3728
maken WW(pv,verl,ev)	102562	328003777	61.392
raad N(soort,ev,basis,zijd,stan)	102455	328106232	61.4111
weg N(soort,ev,basis,zijd,stan)	102329	328208561	61.4303
daarna BW()	101853	328310414	61.4494
horen WW(pv,tgw,ev)	100852	328411266	61.4682
binnen VZ(fin)	100683	328511949	61.4871
kijken WW(inf,vrij,zonder)	100391	328612340	61.5059
moeilijk ADJ(vrij,basis,zonder)	99395	328711735	61.5245
boek N(soort,ev,basis,onz,stan)	99282	328811017	61.5431
| LET()	99229	328910246	61.5616
vast ADJ(vrij,basis,zonder)	98778	329009024	61.5801
` LET()	98650	329107674	61.5986
brengen WW(inf,vrij,zonder)	98490	329206164	61.617
kunnen WW(pv,tgw,met-t)	98431	329304595	61.6354
moeder N(soort,ev,basis,zijd,stan)	98219	329402814	61.6538
een TW(hoofd,vrij)	97958	329500772	61.6722
bestaan WW(pv,tgw,met-t)	97484	329598256	61.6904
niks VNW(onbep,pron,stan,vol,3o,ev)	97422	329695678	61.7086
dezelfde ADJ(prenom,basis,zonder)	96893	329792571	61.7268
water N(soort,ev,basis,onz,stan)	96845	329889416	61.7449
aldus BW()	96837	329986253	61.763
vinden WW(pv,verl,ev)	96291	330082544	61.781
jong ADJ(prenom,basis,met-e,stan)	95851	330178395	61.799
blijken WW(pv,tgw,met-t)	95712	330274107	61.8169
8 TW(hoofd,vrij)	95606	330369713	61.8348
muziek N(soort,ev,basis,zijd,stan)	94993	330464706	61.8526
zaak N(soort,mv,basis)	94940	330559646	61.8703
a SPEC(vreemd)	94870	330654516	61.8881
elk VNW(onbep,det,stan,prenom,zonder,evon)	94677	330749193	61.9058
ver ADJ(vrij,basis,zonder)	94488	330843681	61.9235
la SPEC(vreemd)	94473	330938154	61.9412
ouder N(soort,mv,basis)	94228	331032382	61.9588
doen WW(pv,verl,ev)	94008	331126390	61.9764
kind N(soort,ev,basis,onz,stan)	93826	331220216	61.994
groot ADJ(prenom,basis,zonder)	93802	331314018	62.0115
zaak N(soort,ev,basis,zijd,stan)	93491	331407509	62.029
mogen WW(pv,tgw,mv)	93418	331500927	62.0465
= SPEC(symb)	92980	331593907	62.0639
nie BW()	92882	331686789	62.0813
wedstrijd N(soort,ev,basis,zijd,stan)	92706	331779495	62.0987
;) SPEC(symb)	92608	331872103	62.116
geworden WW(vd,vrij,zonder)	92344	331964447	62.1333
Jan SPEC(deeleigen)	92297	332056744	62.1506
bezig ADJ(vrij,basis,zonder)	92261	332149005	62.1678
zowel BW()	92125	332241130	62.1851
maand N(soort,ev,basis,zijd,stan)	92114	332333244	62.2023
film N(soort,ev,basis,zijd,stan)	91382	332424626	62.2194
vallen WW(pv,tgw,met-t)	91336	332515962	62.2365
Gent SPEC(deeleigen)	91287	332607249	62.2536
ding N(soort,mv,basis)	91236	332698485	62.2707
zes TW(hoofd,prenom,stan)	90780	332789265	62.2877
10 TW(hoofd,vrij)	90769	332880034	62.3046
zin N(soort,ev,basis,zijd,stan)	90672	332970706	62.3216
spelen WW(inf,vrij,zonder)	90551	333061257	62.3386
bedrijf N(soort,mv,basis)	90241	333151498	62.3555
punt N(soort,mv,basis)	90214	333241712	62.3723
zien WW(pv,verl,ev)	90077	333331789	62.3892
gezegd WW(vd,vrij,zonder)	89547	333421336	62.406
ploeg N(soort,ev,basis,zijd,stan)	89427	333510763	62.4227
gemeente N(soort,ev,basis,zijd,stan)	89356	333600119	62.4394
10 TW(hoofd,prenom,stan)	89296	333689415	62.4561
markt N(soort,ev,basis,zijd,stan)	89241	333778656	62.4728
zondag SPEC(deeleigen)	89114	333867770	62.4895
zodat VG(onder)	89020	333956790	62.5062
The SPEC(vreemd)	88910	334045700	62.5228
he TSW()	88707	334134407	62.5394
veel VNW(onbep,grad,stan,vrij,zonder,sup)	88690	334223097	62.556
een LID(onbep,dial)	87998	334311095	62.5725
meter N(soort,ev,basis,zijd,stan)	87899	334398994	62.589
van SPEC(deeleigen)	87355	334486349	62.6053
2 TW(hoofd,prenom,stan)	87337	334573686	62.6216
zitten WW(inf,vrij,zonder)	86727	334660413	62.6379
nieuw ADJ(prenom,basis,zonder)	86665	334747078	62.6541
beide VNW(onbep,grad,stan,prenom,met-e,mv,basis)	86550	334833628	62.6703
trouwens BW()	86441	334920069	62.6865
houden WW(pv,tgw,met-t)	86420	335006489	62.7027
